	manual_annotation
7294-PF_GM	Oligodendrocytes
7315-PF_GM	Inh. Neurons
7323-PF_GM	Oligodendrocytes
7327-PF_GM	Oligodendrocytes
7338-PF_GM	Oligodendrocytes
7373-PF_GM	Astrocytes
7382-PF_GM	Astrocytes
7384-PF_GM	OPCs
7392-PF_GM	OPCs
7404-PF_GM	Oligodendrocytes
7416-PF_GM	Oligodendrocytes
7444-PF_GM	Astrocytes
7445-PF_GM	Astrocytes
7460-PF_GM	Oligodendrocytes
7497-PF_GM	Oligodendrocytes
7517-PF_GM	Astrocytes
7519-PF_GM	Oligodendrocytes
7564-PF_GM	Inh. Neurons
7567-PF_GM	Oligodendrocytes
7568-PF_GM	Astrocytes
7581-PF_GM	Astrocytes
7599-PF_GM	Astrocytes
7615-PF_GM	Oligodendrocytes
7618-PF_GM	Oligodendrocytes
7637-PF_GM	Oligodendrocytes
7673-PF_GM	Oligodendrocytes
7681-PF_GM	Astrocytes
7707-PF_GM	Oligodendrocytes
7708-PF_GM	Astrocytes
7714-PF_GM	Oligodendrocytes
7727-PF_GM	Oligodendrocytes
7732-PF_GM	Astrocytes
7735-PF_GM	Astrocytes
7740-PF_GM	Microglia
7758-PF_GM	Astrocytes
7780-PF_GM	Inh. Neurons
7784-PF_GM	Inh. Neurons
7793-PF_GM	Oligodendrocytes
7829-PF_GM	OPCs
7850-PF_GM	OPCs
7876-PF_GM	Astrocytes
7883-PF_GM	Astrocytes
7920-PF_GM	Astrocytes
7922-PF_GM	Astrocytes
7969-PF_GM	Oligodendrocytes
8010-PF_GM	OPCs
8011-PF_GM	Microglia
8020-PF_GM	Astrocytes
8027-PF_GM	Oligodendrocytes
8036-PF_GM	Oligodendrocytes
8096-PF_GM	OPCs
8123-PF_GM	Oligodendrocytes
8129-PF_GM	Astrocytes
8134-PF_GM	Astrocytes
8151-PF_GM	Oligodendrocytes
8169-PF_GM	Astrocytes
8172-PF_GM	Oligodendrocytes
8202-PF_GM	Oligodendrocytes
8233-PF_GM	Oligodendrocytes
8249-PF_GM	Oligodendrocytes
8277-PF_GM	Astrocytes
8280-PF_GM	Oligodendrocytes
8301-PF_GM	Oligodendrocytes
8323-PF_GM	Oligodendrocytes
8327-PF_GM	OPCs
8417-PF_GM	Astrocytes
8436-PF_GM	Astrocytes
8454-PF_GM	Astrocytes
8463-PF_GM	Astrocytes
8472-PF_GM	Astrocytes
8485-PF_GM	Oligodendrocytes
8492-PF_GM	Astrocytes
8501-PF_GM	Oligodendrocytes
8516-PF_GM	OPCs
8519-PF_GM	Microglia
8570-PF_GM	Oligodendrocytes
8590-PF_GM	Oligodendrocytes
8605-PF_GM	Astrocytes
8611-PF_GM	Oligodendrocytes
8646-PF_GM	OPCs
8662-PF_GM	Astrocytes
8679-PF_GM	OPCs
8688-PF_GM	Oligodendrocytes
8697-PF_GM	Oligodendrocytes
8732-PF_GM	Astrocytes
8739-PF_GM	Astrocytes
8746-PF_GM	Astrocytes
8754-PF_GM	Oligodendrocytes
8764-PF_GM	OPCs
8771-PF_GM	Astrocytes
8777-PF_GM	Oligodendrocytes
8820-PF_GM	Oligodendrocytes
8833-PF_GM	Astrocytes
8843-PF_GM	Oligodendrocytes
8855-PF_GM	Astrocytes
8865-PF_GM	Astrocytes
8884-PF_GM	OPCs
8917-PF_GM	Oligodendrocytes
8949-PF_GM	Astrocytes
8980-PF_GM	OPCs
8988-PF_GM	Astrocytes
9030-PF_GM	Oligodendrocytes
9047-PF_GM	Oligodendrocytes
9057-PF_GM	Oligodendrocytes
9077-PF_GM	Microglia
9080-PF_GM	Astrocytes
9082-PF_GM	Astrocytes
9101-PF_GM	VLMCs
9170-PF_GM	Inh. Neurons
9173-PF_GM	OPCs
9190-PF_GM	OPCs
9198-PF_GM	Oligodendrocytes
9199-PF_GM	OPCs
9248-PF_GM	Oligodendrocytes
9256-PF_GM	Oligodendrocytes
9287-PF_GM	Oligodendrocytes
9306-PF_GM	OPCs
9310-PF_GM	Oligodendrocytes
9311-PF_GM	Astrocytes
9346-PF_GM	Microglia
9352-PF_GM	Astrocytes
9373-PF_GM	Oligodendrocytes
9423-PF_GM	Astrocytes
9426-PF_GM	Oligodendrocytes
9428-PF_GM	Oligodendrocytes
9449-PF_GM	Oligodendrocytes
9458-PF_GM	Astrocytes
9466-PF_GM	VLMCs
9473-PF_GM	Oligodendrocytes
9475-PF_GM	Astrocytes
9479-PF_GM	Astrocytes
9512-PF_GM	Inh. Neurons
9517-PF_GM	Oligodendrocytes
9527-PF_GM	Astrocytes
9581-PF_GM	Oligodendrocytes
9604-PF_GM	OPCs
9608-PF_GM	Oligodendrocytes
9609-PF_GM	Oligodendrocytes
9627-PF_GM	Oligodendrocytes
9641-PF_GM	Oligodendrocytes
9682-PF_GM	Oligodendrocytes
9702-PF_GM	VLMCs
9713-PF_GM	Microglia
9714-PF_GM	Astrocytes
9725-PF_GM	Inh. Neurons
9730-PF_GM	Astrocytes
9732-PF_GM	Astrocytes
9745-PF_GM	Oligodendrocytes
9761-PF_GM	Astrocytes
9788-PF_GM	Oligodendrocytes
9795-PF_GM	OPCs
9796-PF_GM	OPCs
9816-PF_GM	OPCs
9833-PF_GM	Oligodendrocytes
9847-PF_GM	Oligodendrocytes
9848-PF_GM	Astrocytes
9854-PF_GM	Astrocytes
9858-PF_GM	Oligodendrocytes
9862-PF_GM	Oligodendrocytes
9865-PF_GM	Oligodendrocytes
9900-PF_GM	Oligodendrocytes
9911-PF_GM	Oligodendrocytes
9912-PF_GM	OPCs
9934-PF_GM	Astrocytes
9943-PF_GM	Endothelial
9984-PF_GM	Oligodendrocytes
10050-PF_GM	Oligodendrocytes
10065-PF_GM	Astrocytes
10080-PF_GM	Astrocytes
10093-PF_GM	Oligodendrocytes
10110-PF_GM	OPCs
10121-PF_GM	Oligodendrocytes
10153-PF_GM	Microglia
10154-PF_GM	Oligodendrocytes
10242-PF_GM	Oligodendrocytes
10252-PF_GM	Oligodendrocytes
10275-PF_GM	Astrocytes
10280-PF_GM	Oligodendrocytes
10289-PF_GM	Astrocytes
10354-PF_GM	Astrocytes
10375-PF_GM	Oligodendrocytes
10376-PF_GM	Astrocytes
10385-PF_GM	Astrocytes
10393-PF_GM	OPCs
10417-PF_GM	Oligodendrocytes
10451-PF_GM	OPCs
10452-PF_GM	Oligodendrocytes
10523-PF_GM	OPCs
10530-PF_GM	Oligodendrocytes
10534-PF_GM	Oligodendrocytes
10549-PF_GM	Oligodendrocytes
10588-PF_GM	Microglia
10591-PF_GM	OPCs
10592-PF_GM	Astrocytes
10645-PF_GM	Oligodendrocytes
10651-PF_GM	Oligodendrocytes
10654-PF_GM	Astrocytes
10680-PF_GM	Astrocytes
10685-PF_GM	Oligodendrocytes
10698-PF_GM	Microglia
10715-PF_GM	Oligodendrocytes
10722-PF_GM	Inh. Neurons
10723-PF_GM	Oligodendrocytes
10742-PF_GM	Oligodendrocytes
10759-PF_GM	Astrocytes
10774-PF_GM	Oligodendrocytes
10789-PF_GM	Oligodendrocytes
10790-PF_GM	Astrocytes
10812-PF_GM	Oligodendrocytes
10871-PF_GM	OPCs
10910-PF_GM	Oligodendrocytes
10917-PF_GM	Microglia
10955-PF_GM	Astrocytes
10969-PF_GM	Astrocytes
10977-PF_GM	Oligodendrocytes
10999-PF_GM	Microglia
11019-PF_GM	Exc. Neurons
11023-PF_GM	Oligodendrocytes
11031-PF_GM	Oligodendrocytes
11041-PF_GM	Astrocytes
11044-PF_GM	Astrocytes
11071-PF_GM	Oligodendrocytes
11073-PF_GM	Inh. Neurons
11104-PF_GM	Microglia
11111-PF_GM	OPCs
11125-PF_GM	Oligodendrocytes
11127-PF_GM	Astrocytes
11168-PF_GM	Astrocytes
11176-PF_GM	Oligodendrocytes
11180-PF_GM	Oligodendrocytes
11203-PF_GM	OPCs
11204-PF_GM	Oligodendrocytes
11205-PF_GM	VLMCs
11208-PF_GM	Astrocytes
11227-PF_GM	Oligodendrocytes
11228-PF_GM	Astrocytes
11247-PF_GM	Astrocytes
11254-PF_GM	Oligodendrocytes
11264-PF_GM	Oligodendrocytes
11288-PF_GM	Oligodendrocytes
11336-PF_GM	Astrocytes
11370-PF_GM	Oligodendrocytes
11390-PF_GM	Astrocytes
11400-PF_GM	Astrocytes
11415-PF_GM	Astrocytes
11421-PF_GM	Oligodendrocytes
11448-PF_GM	Oligodendrocytes
11466-PF_GM	Astrocytes
11467-PF_GM	OPCs
11489-PF_GM	Oligodendrocytes
11496-PF_GM	Astrocytes
11508-PF_GM	Inh. Neurons
11529-PF_GM	Astrocytes
11535-PF_GM	Oligodendrocytes
11602-PF_GM	Astrocytes
11656-PF_GM	Oligodendrocytes
11665-PF_GM	OPCs
11675-PF_GM	Inh. Neurons
11696-PF_GM	Oligodendrocytes
11708-PF_GM	Astrocytes
11751-PF_GM	Astrocytes
11790-PF_GM	Oligodendrocytes
11802-PF_GM	OPCs
11827-PF_GM	OPCs
11834-PF_GM	Astrocytes
11868-PF_GM	Astrocytes
11928-PF_GM	Astrocytes
11966-PF_GM	Oligodendrocytes
11983-PF_GM	Astrocytes
11996-PF_GM	Oligodendrocytes
12045-PF_GM	OPCs
12070-PF_GM	OPCs
12104-PF_GM	Oligodendrocytes
12107-PF_GM	Astrocytes
12123-PF_GM	Astrocytes
12125-PF_GM	Astrocytes
12131-PF_GM	Oligodendrocytes
12153-PF_GM	Oligodendrocytes
12186-PF_GM	Oligodendrocytes
12261-PF_GM	Microglia
12272-PF_GM	Exc. Neurons
12285-PF_GM	Astrocytes
12303-PF_GM	Oligodendrocytes
12321-PF_GM	Microglia
12362-PF_GM	Astrocytes
12377-PF_GM	Oligodendrocytes
12394-PF_GM	Microglia
12409-PF_GM	OPCs
12444-PF_GM	Inh. Neurons
12457-PF_GM	Astrocytes
12485-PF_GM	Astrocytes
12505-PF_GM	Oligodendrocytes
12540-PF_GM	Astrocytes
12549-PF_GM	Astrocytes
12561-PF_GM	OPCs
12569-PF_GM	Astrocytes
12620-PF_GM	Astrocytes
12625-PF_GM	OPCs
12667-PF_GM	Oligodendrocytes
12700-PF_GM	Microglia
12703-PF_GM	Oligodendrocytes
12705-PF_GM	Oligodendrocytes
12709-PF_GM	Astrocytes
12718-PF_GM	Oligodendrocytes
12731-PF_GM	Microglia
12782-PF_GM	Oligodendrocytes
12852-PF_GM	Oligodendrocytes
12854-PF_GM	Oligodendrocytes
12907-PF_GM	Astrocytes
12915-PF_GM	OPCs
12917-PF_GM	Endothelial
12933-PF_GM	Astrocytes
12937-PF_GM	Astrocytes
12957-PF_GM	Oligodendrocytes
12975-PF_GM	Astrocytes
12999-PF_GM	Oligodendrocytes
13019-PF_GM	Oligodendrocytes
13047-PF_GM	Astrocytes
13051-PF_GM	Oligodendrocytes
13077-PF_GM	OPCs
13110-PF_GM	OPCs
13123-PF_GM	Oligodendrocytes
13137-PF_GM	Oligodendrocytes
13141-PF_GM	Oligodendrocytes
13150-PF_GM	Oligodendrocytes
13163-PF_GM	Inh. Neurons
13169-PF_GM	Astrocytes
13183-PF_GM	Inh. Neurons
13194-PF_GM	Astrocytes
13198-PF_GM	Astrocytes
13225-PF_GM	Oligodendrocytes
13288-PF_GM	Astrocytes
13317-PF_GM	Astrocytes
13330-PF_GM	Astrocytes
13354-PF_GM	OPCs
13443-PF_GM	Astrocytes
13482-PF_GM	Astrocytes
13527-PF_GM	Oligodendrocytes
13531-PF_GM	Oligodendrocytes
13538-PF_GM	OPCs
13597-PF_GM	Microglia
13602-PF_GM	Oligodendrocytes
13623-PF_GM	Oligodendrocytes
13640-PF_GM	Astrocytes
13653-PF_GM	Inh. Neurons
13661-PF_GM	Oligodendrocytes
13701-PF_GM	Oligodendrocytes
13703-PF_GM	Oligodendrocytes
13738-PF_GM	Inh. Neurons
13745-PF_GM	OPCs
13747-PF_GM	Oligodendrocytes
13761-PF_GM	Astrocytes
13770-PF_GM	Astrocytes
13772-PF_GM	Inh. Neurons
13784-PF_GM	Astrocytes
13824-PF_GM	Oligodendrocytes
13870-PF_GM	Oligodendrocytes
13876-PF_GM	Oligodendrocytes
13890-PF_GM	OPCs
13906-PF_GM	Microglia
13917-PF_GM	Oligodendrocytes
13931-PF_GM	Oligodendrocytes
13932-PF_GM	Oligodendrocytes
13952-PF_GM	Astrocytes
14010-PF_GM	Astrocytes
14014-PF_GM	Astrocytes
14022-PF_GM	Astrocytes
14026-PF_GM	Astrocytes
14038-PF_GM	Astrocytes
14056-PF_GM	Oligodendrocytes
14058-PF_GM	Oligodendrocytes
14059-PF_GM	Oligodendrocytes
14078-PF_GM	Oligodendrocytes
14089-PF_GM	Oligodendrocytes
14115-PF_GM	OPCs
14122-PF_GM	OPCs
14141-PF_GM	Oligodendrocytes
14151-PF_GM	OPCs
14189-PF_GM	Microglia
14203-PF_GM	Oligodendrocytes
14246-PF_GM	Oligodendrocytes
14247-PF_GM	Astrocytes
14263-PF_GM	Oligodendrocytes
14264-PF_GM	OPCs
14287-PF_GM	Microglia
14326-PF_GM	Astrocytes
14334-PF_GM	Microglia
14338-PF_GM	Astrocytes
14352-PF_GM	Oligodendrocytes
14356-PF_GM	Oligodendrocytes
14370-PF_GM	Astrocytes
14390-PF_GM	Astrocytes
14398-PF_GM	Oligodendrocytes
14410-PF_GM	Oligodendrocytes
14413-PF_GM	Oligodendrocytes
14427-PF_GM	Oligodendrocytes
14447-PF_GM	Oligodendrocytes
14452-PF_GM	Oligodendrocytes
14467-PF_GM	Oligodendrocytes
14500-PF_GM	Astrocytes
14513-PF_GM	Microglia
14522-PF_GM	Oligodendrocytes
14605-PF_GM	Astrocytes
14620-PF_GM	Astrocytes
14632-PF_GM	OPCs
14701-PF_GM	Astrocytes
14703-PF_GM	Astrocytes
14715-PF_GM	OPCs
14752-PF_GM	Oligodendrocytes
14757-PF_GM	Astrocytes
14761-PF_GM	Astrocytes
14769-PF_GM	Oligodendrocytes
14802-PF_GM	Oligodendrocytes
14804-PF_GM	Astrocytes
14811-PF_GM	Astrocytes
14839-PF_GM	Oligodendrocytes
14864-PF_GM	Oligodendrocytes
14881-PF_GM	Microglia
14915-PF_GM	Endothelial
14918-PF_GM	Oligodendrocytes
14931-PF_GM	Microglia
14939-PF_GM	Inh. Neurons
14941-PF_GM	Inh. Neurons
14949-PF_GM	Astrocytes
14992-PF_GM	Oligodendrocytes
15011-PF_GM	Astrocytes
15028-PF_GM	Astrocytes
15033-PF_GM	Astrocytes
15065-PF_GM	Oligodendrocytes
15068-PF_GM	OPCs
15087-PF_GM	Astrocytes
15093-PF_GM	Astrocytes
15136-PF_GM	Oligodendrocytes
15137-PF_GM	Astrocytes
15158-PF_GM	Astrocytes
15182-PF_GM	Oligodendrocytes
15196-PF_GM	Inh. Neurons
15227-PF_GM	Oligodendrocytes
15230-PF_GM	Oligodendrocytes
15241-PF_GM	Oligodendrocytes
15257-PF_GM	Oligodendrocytes
15297-PF_GM	Oligodendrocytes
15306-PF_GM	Oligodendrocytes
15341-PF_GM	Oligodendrocytes
15380-PF_GM	OPCs
15412-PF_GM	Oligodendrocytes
15415-PF_GM	OPCs
15427-PF_GM	Microglia
15428-PF_GM	Oligodendrocytes
15432-PF_GM	Oligodendrocytes
15474-PF_GM	OPCs
15536-PF_GM	Astrocytes
15632-PF_GM	Oligodendrocytes
15636-PF_GM	Oligodendrocytes
15644-PF_GM	Microglia
15661-PF_GM	Oligodendrocytes
15685-PF_GM	Oligodendrocytes
15692-PF_GM	OPCs
15720-PF_GM	Astrocytes
15745-PF_GM	Astrocytes
15783-PF_GM	Astrocytes
15785-PF_GM	Oligodendrocytes
15806-PF_GM	Oligodendrocytes
15858-PF_GM	Astrocytes
15880-PF_GM	OPCs
15901-PF_GM	Oligodendrocytes
15907-PF_GM	Oligodendrocytes
15948-PF_GM	Astrocytes
15975-PF_GM	Astrocytes
15984-PF_GM	Oligodendrocytes
16000-PF_GM	Oligodendrocytes
16003-PF_GM	Microglia
16025-PF_GM	Oligodendrocytes
16039-PF_GM	Astrocytes
16054-PF_GM	Oligodendrocytes
16062-PF_GM	Oligodendrocytes
16075-PF_GM	Inh. Neurons
16085-PF_GM	Oligodendrocytes
16089-PF_GM	Exc. Neurons
16092-PF_GM	Astrocytes
16093-PF_GM	Oligodendrocytes
16103-PF_GM	Astrocytes
16152-PF_GM	Astrocytes
16183-PF_GM	Oligodendrocytes
16196-PF_GM	Microglia
16226-PF_GM	Oligodendrocytes
16235-PF_GM	Oligodendrocytes
16237-PF_GM	Oligodendrocytes
16240-PF_GM	Oligodendrocytes
16255-PF_GM	Oligodendrocytes
16264-PF_GM	Astrocytes
16291-PF_GM	Oligodendrocytes
16319-PF_GM	Endothelial
16352-PF_GM	Astrocytes
16378-PF_GM	Oligodendrocytes
16384-PF_GM	Oligodendrocytes
16391-PF_GM	Astrocytes
16417-PF_GM	Oligodendrocytes
16431-PF_GM	Astrocytes
16436-PF_GM	Oligodendrocytes
16441-PF_GM	Astrocytes
16469-PF_GM	Oligodendrocytes
16483-PF_GM	Microglia
16487-PF_GM	Astrocytes
16541-PF_GM	Astrocytes
16603-PF_GM	Astrocytes
16613-PF_GM	Microglia
16621-PF_GM	Oligodendrocytes
16676-PF_GM	Oligodendrocytes
16686-PF_GM	Oligodendrocytes
16695-PF_GM	Oligodendrocytes
16697-PF_GM	Astrocytes
16731-PF_GM	Inh. Neurons
16737-PF_GM	Oligodendrocytes
16751-PF_GM	Astrocytes
16757-PF_GM	Oligodendrocytes
16778-PF_GM	Oligodendrocytes
16786-PF_GM	Oligodendrocytes
16800-PF_GM	Inh. Neurons
16826-PF_GM	Astrocytes
16839-PF_GM	Astrocytes
16880-PF_GM	Oligodendrocytes
16885-PF_GM	Oligodendrocytes
16930-PF_GM	Astrocytes
16932-PF_GM	Oligodendrocytes
16947-PF_GM	Oligodendrocytes
16956-PF_GM	OPCs
16960-PF_GM	Astrocytes
16987-PF_GM	Oligodendrocytes
17000-PF_GM	Oligodendrocytes
17044-PF_GM	Oligodendrocytes
17078-PF_GM	Oligodendrocytes
17090-PF_GM	Oligodendrocytes
17116-PF_GM	Oligodendrocytes
17125-PF_GM	Oligodendrocytes
17142-PF_GM	Oligodendrocytes
17146-PF_GM	Oligodendrocytes
17183-PF_GM	Astrocytes
17233-PF_GM	Oligodendrocytes
17243-PF_GM	Oligodendrocytes
17270-PF_GM	Astrocytes
17308-PF_GM	Microglia
17318-PF_GM	Oligodendrocytes
17325-PF_GM	Astrocytes
17327-PF_GM	Astrocytes
17355-PF_GM	Astrocytes
17365-PF_GM	Oligodendrocytes
17388-PF_GM	Astrocytes
17424-PF_GM	Oligodendrocytes
17428-PF_GM	Oligodendrocytes
17486-PF_GM	OPCs
17494-PF_GM	Astrocytes
17522-PF_GM	Microglia
17544-PF_GM	Oligodendrocytes
17578-PF_GM	Astrocytes
17648-PF_GM	Astrocytes
17669-PF_GM	Oligodendrocytes
17682-PF_GM	Inh. Neurons
17721-PF_GM	Astrocytes
17751-PF_GM	Astrocytes
17759-PF_GM	Oligodendrocytes
17770-PF_GM	OPCs
17781-PF_GM	Oligodendrocytes
17784-PF_GM	Astrocytes
17792-PF_GM	Oligodendrocytes
17798-PF_GM	Astrocytes
17799-PF_GM	Oligodendrocytes
17807-PF_GM	Astrocytes
17829-PF_GM	Microglia
17831-PF_GM	Oligodendrocytes
17835-PF_GM	OPCs
17860-PF_GM	Astrocytes
17865-PF_GM	Oligodendrocytes
17888-PF_GM	OPCs
17901-PF_GM	Inh. Neurons
17921-PF_GM	Astrocytes
17937-PF_GM	Oligodendrocytes
17949-PF_GM	OPCs
17977-PF_GM	Oligodendrocytes
17982-PF_GM	Microglia
18016-PF_GM	Oligodendrocytes
18093-PF_GM	Oligodendrocytes
18115-PF_GM	Astrocytes
18120-PF_GM	Astrocytes
18127-PF_GM	Oligodendrocytes
18155-PF_GM	Oligodendrocytes
18199-PF_GM	VLMCs
18215-PF_GM	Microglia
18285-PF_GM	Astrocytes
18334-PF_GM	Astrocytes
18339-PF_GM	Astrocytes
18386-PF_GM	OPCs
18401-PF_GM	OPCs
18403-PF_GM	Oligodendrocytes
18438-PF_GM	Astrocytes
18486-PF_GM	Astrocytes
18487-PF_GM	Oligodendrocytes
18510-PF_GM	Oligodendrocytes
18551-PF_GM	Oligodendrocytes
18561-PF_GM	Oligodendrocytes
18568-PF_GM	Oligodendrocytes
18586-PF_GM	Oligodendrocytes
18600-PF_GM	Oligodendrocytes
18601-PF_GM	Astrocytes
18604-PF_GM	VLMCs
18615-PF_GM	Oligodendrocytes
18630-PF_GM	Astrocytes
18631-PF_GM	Oligodendrocytes
18639-PF_GM	Oligodendrocytes
18661-PF_GM	Inh. Neurons
18690-PF_GM	Astrocytes
18699-PF_GM	OPCs
18734-PF_GM	Oligodendrocytes
18741-PF_GM	OPCs
18756-PF_GM	Oligodendrocytes
18771-PF_GM	Astrocytes
18777-PF_GM	Oligodendrocytes
18779-PF_GM	Astrocytes
18838-PF_GM	Astrocytes
18871-PF_GM	Astrocytes
18876-PF_GM	Astrocytes
18886-PF_GM	Oligodendrocytes
18937-PF_GM	Inh. Neurons
18952-PF_GM	OPCs
19018-PF_GM	Oligodendrocytes
19037-PF_GM	Oligodendrocytes
19058-PF_GM	Oligodendrocytes
19069-PF_GM	Astrocytes
19102-PF_GM	OPCs
19159-PF_GM	Astrocytes
19222-PF_GM	Astrocytes
19231-PF_GM	Astrocytes
19239-PF_GM	Inh. Neurons
19247-PF_GM	Astrocytes
19294-PF_GM	Astrocytes
19298-PF_GM	Astrocytes
19303-PF_GM	Astrocytes
19323-PF_GM	Oligodendrocytes
19429-PF_GM	Astrocytes
19469-PF_GM	Oligodendrocytes
19477-PF_GM	Astrocytes
19497-PF_GM	Microglia
19510-PF_GM	Astrocytes
19564-PF_GM	Astrocytes
19577-PF_GM	Astrocytes
19654-PF_GM	Oligodendrocytes
19737-PF_GM	Inh. Neurons
19763-PF_GM	Oligodendrocytes
19806-PF_GM	Inh. Neurons
19828-PF_GM	Microglia
19835-PF_GM	Oligodendrocytes
19887-PF_GM	Oligodendrocytes
19893-PF_GM	Astrocytes
19901-PF_GM	Astrocytes
19902-PF_GM	Oligodendrocytes
19911-PF_GM	Astrocytes
19926-PF_GM	Astrocytes
19934-PF_GM	Oligodendrocytes
19951-PF_GM	Oligodendrocytes
19955-PF_GM	Oligodendrocytes
19958-PF_GM	Oligodendrocytes
19972-PF_GM	Oligodendrocytes
19987-PF_GM	Astrocytes
19996-PF_GM	Oligodendrocytes
20025-PF_GM	OPCs
20099-PF_GM	Astrocytes
20119-PF_GM	Oligodendrocytes
20151-PF_GM	Inh. Neurons
20160-PF_GM	OPCs
20167-PF_GM	Oligodendrocytes
20173-PF_GM	Astrocytes
20189-PF_GM	Astrocytes
20209-PF_GM	OPCs
20282-PF_GM	Oligodendrocytes
20307-PF_GM	OPCs
20338-PF_GM	Astrocytes
20359-PF_GM	Astrocytes
20364-PF_GM	Oligodendrocytes
20376-PF_GM	Oligodendrocytes
20465-PF_GM	Oligodendrocytes
20483-PF_GM	Astrocytes
20491-PF_GM	Astrocytes
20515-PF_GM	Oligodendrocytes
20517-PF_GM	Microglia
20521-PF_GM	OPCs
20530-PF_GM	Astrocytes
20551-PF_GM	Oligodendrocytes
20553-PF_GM	Astrocytes
20602-PF_GM	Oligodendrocytes
20625-PF_GM	Astrocytes
20627-PF_GM	VLMCs
20634-PF_GM	Astrocytes
20657-PF_GM	Inh. Neurons
20658-PF_GM	OPCs
20678-PF_GM	Astrocytes
20718-PF_GM	OPCs
20731-PF_GM	OPCs
20754-PF_GM	Astrocytes
20758-PF_GM	OPCs
20769-PF_GM	Oligodendrocytes
20795-PF_GM	Oligodendrocytes
20824-PF_GM	Oligodendrocytes
20838-PF_GM	Oligodendrocytes
20846-PF_GM	Astrocytes
20851-PF_GM	Oligodendrocytes
20856-PF_GM	Oligodendrocytes
20875-PF_GM	Astrocytes
20892-PF_GM	Oligodendrocytes
20947-PF_GM	Astrocytes
20954-PF_GM	OPCs
20998-PF_GM	Oligodendrocytes
21007-PF_GM	Astrocytes
21009-PF_GM	Oligodendrocytes
21017-PF_GM	Oligodendrocytes
21082-PF_GM	Astrocytes
21099-PF_GM	Astrocytes
21138-PF_GM	OPCs
21242-PF_GM	Oligodendrocytes
21268-PF_GM	Oligodendrocytes
21277-PF_GM	Oligodendrocytes
21289-PF_GM	Astrocytes
21362-PF_GM	Microglia
21426-PF_GM	Oligodendrocytes
21428-PF_GM	Oligodendrocytes
21459-PF_GM	Astrocytes
21463-PF_GM	Inh. Neurons
21471-PF_GM	Oligodendrocytes
21485-PF_GM	Astrocytes
21510-PF_GM	Oligodendrocytes
21511-PF_GM	Astrocytes
21540-PF_GM	Astrocytes
21555-PF_GM	Oligodendrocytes
21559-PF_GM	Oligodendrocytes
21588-PF_GM	Oligodendrocytes
21593-PF_GM	Astrocytes
21600-PF_GM	Astrocytes
21615-PF_GM	Oligodendrocytes
21630-PF_GM	Astrocytes
21655-PF_GM	Oligodendrocytes
21692-PF_GM	Astrocytes
21699-PF_GM	OPCs
21708-PF_GM	Oligodendrocytes
21725-PF_GM	Oligodendrocytes
21729-PF_GM	Oligodendrocytes
21731-PF_GM	Astrocytes
21732-PF_GM	Oligodendrocytes
21790-PF_GM	Oligodendrocytes
21808-PF_GM	Oligodendrocytes
21831-PF_GM	Oligodendrocytes
21851-PF_GM	Astrocytes
21873-PF_GM	Oligodendrocytes
21889-PF_GM	Astrocytes
21895-PF_GM	Oligodendrocytes
21899-PF_GM	Oligodendrocytes
21912-PF_GM	Oligodendrocytes
22025-PF_GM	Astrocytes
22051-PF_GM	Exc. Neurons
22066-PF_GM	Inh. Neurons
22094-PF_GM	Oligodendrocytes
22096-PF_GM	Astrocytes
22156-PF_GM	Inh. Neurons
22161-PF_GM	Astrocytes
22164-PF_GM	Astrocytes
22252-PF_GM	Oligodendrocytes
22260-PF_GM	Oligodendrocytes
22267-PF_GM	Astrocytes
22325-PF_GM	OPCs
22378-PF_GM	Astrocytes
22406-PF_GM	Oligodendrocytes
22445-PF_GM	Astrocytes
22451-PF_GM	Oligodendrocytes
22486-PF_GM	Astrocytes
22511-PF_GM	Astrocytes
22521-PF_GM	Astrocytes
22553-PF_GM	Oligodendrocytes
22563-PF_GM	OPCs
22671-PF_GM	Oligodendrocytes
22692-PF_GM	Oligodendrocytes
22739-PF_GM	Oligodendrocytes
22771-PF_GM	Astrocytes
22774-PF_GM	Oligodendrocytes
22779-PF_GM	Oligodendrocytes
22782-PF_GM	Oligodendrocytes
22808-PF_GM	Astrocytes
22816-PF_GM	Oligodendrocytes
22844-PF_GM	Oligodendrocytes
22847-PF_GM	Oligodendrocytes
22859-PF_GM	Astrocytes
22886-PF_GM	Oligodendrocytes
22906-PF_GM	Astrocytes
22939-PF_GM	Astrocytes
22990-PF_GM	Oligodendrocytes
22991-PF_GM	OPCs
23008-PF_GM	Oligodendrocytes
23033-PF_GM	Astrocytes
23048-PF_GM	Astrocytes
23055-PF_GM	Oligodendrocytes
23090-PF_GM	Astrocytes
23118-PF_GM	Oligodendrocytes
23140-PF_GM	OPCs
23201-PF_GM	Oligodendrocytes
23225-PF_GM	Astrocytes
23255-PF_GM	Astrocytes
23271-PF_GM	Astrocytes
23301-PF_GM	Oligodendrocytes
23313-PF_GM	Astrocytes
23314-PF_GM	Inh. Neurons
23333-PF_GM	Astrocytes
23346-PF_GM	Astrocytes
23421-PF_GM	Oligodendrocytes
23443-PF_GM	Oligodendrocytes
23447-PF_GM	Astrocytes
23453-PF_GM	Oligodendrocytes
23469-PF_GM	Microglia
23510-PF_GM	OPCs
23520-PF_GM	Oligodendrocytes
23533-PF_GM	Astrocytes
23546-PF_GM	Oligodendrocytes
